 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:53
 Units: L = cm   , T = days , M = mmol 



                               Node( 21)                      Node( 51)                      Node(151)                      Node(451)

         time         h        theta    Temp         h        theta    Temp         h        theta    Temp         h        theta    Temp   
        286.9900    -8000.02  0.0253 -0.660E-09       -880.77  0.0400  0.250E-01       -458.21  0.2945  0.430E-01       -171.38  0.0541 -0.145E-01
        287.9900    -1265.42  0.0331 -0.660E-01       -855.45  0.0406  0.256E-01       -458.81  0.2942  0.422E-01       -171.49  0.0541 -0.144E-01
        288.9900     -714.44  0.0470 -0.766E-01       -834.53  0.0413  0.258E-01       -459.32  0.2939  0.413E-01       -171.61  0.0540 -0.143E-01
        289.9900     -723.79  0.0466 -0.353E-01       -819.90  0.0417  0.244E-01       -459.79  0.2936  0.406E-01       -171.73  0.0540 -0.142E-01
        290.9900     -751.72  0.0452 -0.173E-01       -799.71  0.0423  0.195E-01       -460.27  0.2934  0.399E-01       -171.85  0.0540 -0.140E-01
        291.9900     -688.63  0.0484 -0.762E-01       -778.45  0.0429  0.161E-01       -460.75  0.2931  0.394E-01       -171.98  0.0539 -0.139E-01
        292.9900     -627.48  0.0526 -0.638E-01       -755.80  0.0438  0.109E-01       -461.23  0.2928  0.389E-01       -172.12  0.0539 -0.138E-01
        293.9900     -591.49  0.0556 -0.905E-01       -712.18  0.0455 -0.803E-03       -461.62  0.2926  0.383E-01       -172.25  0.0538 -0.136E-01
        294.9900     -586.04  0.0561 -0.508E-01       -672.10  0.0473 -0.133E-01       -461.94  0.2924  0.375E-01       -172.39  0.0538 -0.135E-01
        295.9900     -605.41  0.0543 -0.247E-01       -647.68  0.0486 -0.136E-01       -462.21  0.2923  0.367E-01       -172.53  0.0537 -0.134E-01
        296.9900     -635.46  0.0520 -0.840E-02       -641.73  0.0489 -0.646E-02       -462.47  0.2921  0.359E-01       -172.68  0.0537 -0.132E-01
        297.9900     -655.58  0.0506 -0.165E-02       -638.19  0.0491 -0.925E-03       -462.60  0.2920  0.349E-01       -172.83  0.0536 -0.131E-01
        298.9900     -671.90  0.0495  0.225E-02       -638.44  0.0491  0.346E-02       -462.59  0.2920  0.337E-01       -172.98  0.0536 -0.130E-01
        299.9900     -689.70  0.0483  0.631E-02       -640.46  0.0490  0.706E-02       -462.50  0.2921  0.325E-01       -173.14  0.0535 -0.128E-01
        300.9900     -714.69  0.0470  0.871E-02       -646.05  0.0487  0.106E-01       -462.38  0.2922  0.314E-01       -173.29  0.0535 -0.127E-01
        301.9900     -742.57  0.0456  0.105E-01       -653.69  0.0483  0.137E-01       -462.27  0.2922  0.306E-01       -173.46  0.0534 -0.126E-01
        302.9900     -758.38  0.0448  0.120E-01       -656.10  0.0482  0.154E-01       -462.15  0.2923  0.300E-01       -173.62  0.0533 -0.124E-01
        303.9900     -765.53  0.0445  0.126E-01       -655.73  0.0482  0.162E-01       -461.99  0.2924  0.293E-01       -173.78  0.0533 -0.123E-01
        304.9900     -768.85  0.0443  0.126E-01       -655.03  0.0482  0.168E-01       -461.83  0.2925  0.286E-01       -173.95  0.0532 -0.121E-01
        305.9900     -778.61  0.0439  0.126E-01       -657.63  0.0481  0.178E-01       -461.72  0.2925  0.281E-01       -174.12  0.0532 -0.120E-01
        306.9900     -793.51  0.0433  0.126E-01       -662.06  0.0479  0.188E-01       -461.66  0.2926  0.277E-01       -174.29  0.0531 -0.119E-01
        307.9900     -804.99  0.0429  0.127E-01       -665.01  0.0477  0.195E-01       -461.65  0.2926  0.275E-01       -174.47  0.0531 -0.117E-01
        308.9900     -814.82  0.0426  0.129E-01       -667.34  0.0476  0.199E-01       -461.68  0.2926  0.273E-01       -174.65  0.0530 -0.116E-01
        309.9900     -740.10  0.0458 -0.401E-01       -664.02  0.0478  0.195E-01       -461.68  0.2926  0.270E-01       -174.82  0.0529 -0.114E-01
        310.9900     -611.99  0.0537 -0.555E-01       -655.64  0.0482  0.124E-01       -461.67  0.2926  0.267E-01       -175.00  0.0529 -0.113E-01
        311.9900     -611.99  0.0537 -0.269E-01       -634.53  0.0493 -0.838E-04       -461.65  0.2926  0.263E-01       -175.19  0.0528 -0.112E-01
        312.9900     -617.63  0.0532 -0.138E-01       -618.98  0.0501 -0.313E-02       -461.61  0.2926  0.259E-01       -175.37  0.0527 -0.110E-01
        313.9900     -621.33  0.0530 -0.857E-02       -610.38  0.0506 -0.246E-02       -461.52  0.2927  0.253E-01       -175.56  0.0527 -0.109E-01
        314.9900     -623.89  0.0528 -0.483E-02       -605.03  0.0510 -0.726E-03       -461.35  0.2928  0.245E-01       -175.75  0.0526 -0.107E-01
        315.9900     -630.65  0.0523 -0.106E-02       -603.10  0.0512  0.162E-02       -461.11  0.2929  0.237E-01       -175.94  0.0525 -0.106E-01
        316.9900     -631.42  0.0523 -0.632E-03       -600.28  0.0513  0.279E-02       -460.78  0.2931  0.228E-01       -176.13  0.0525 -0.105E-01
        317.9900     -635.66  0.0520  0.154E-02       -599.89  0.0514  0.438E-02       -460.40  0.2933  0.219E-01       -176.32  0.0524 -0.103E-01
        318.9900     -641.50  0.0516  0.372E-02       -600.30  0.0513  0.592E-02       -460.02  0.2935  0.211E-01       -176.51  0.0523 -0.102E-01
        319.9900     -539.47  0.0607 -0.172E+00       -597.28  0.0516  0.269E-02       -459.60  0.2937  0.204E-01       -176.71  0.0523 -0.101E-01
        320.9900     -518.17  0.0634 -0.783E-01       -568.56  0.0536 -0.373E-01       -459.16  0.2940  0.197E-01       -176.91  0.0522 -0.993E-02
        321.9900     -528.84  0.0621 -0.407E-01       -549.32  0.0549 -0.371E-01       -458.71  0.2943  0.189E-01       -177.10  0.0521 -0.979E-02
        322.9900     -535.52  0.0612 -0.289E-01       -543.00  0.0554 -0.313E-01       -458.14  0.2946  0.177E-01       -177.30  0.0521 -0.966E-02
        323.9900     -540.64  0.0606 -0.212E-01       -540.37  0.0557 -0.259E-01       -457.35  0.2950  0.160E-01       -177.50  0.0520 -0.952E-02
        324.9900     -545.79  0.0599 -0.145E-01       -539.17  0.0558 -0.211E-01       -456.34  0.2956  0.141E-01       -177.71  0.0519 -0.939E-02
        325.9900     -551.30  0.0594 -0.104E-01       -539.00  0.0558 -0.167E-01       -455.17  0.2963  0.121E-01       -177.91  0.0519 -0.926E-02
        326.9900     -555.89  0.0589 -0.723E-02       -539.44  0.0558 -0.131E-01       -453.92  0.2970  0.104E-01       -178.11  0.0518 -0.912E-02
        327.9900     -506.15  0.0650 -0.139E+00       -537.51  0.0559 -0.198E-01       -452.66  0.2977  0.890E-02       -178.32  0.0517 -0.899E-02
        328.9900     -500.54  0.0657 -0.613E-01       -521.06  0.0575 -0.489E-01       -451.43  0.2984  0.773E-02       -178.52  0.0516 -0.886E-02
        329.9900     -511.29  0.0643 -0.325E-01       -514.30  0.0581 -0.413E-01       -450.22  0.2991  0.655E-02       -178.73  0.0516 -0.873E-02
        330.9900     -519.21  0.0633 -0.211E-01       -513.27  0.0582 -0.320E-01       -448.90  0.2998  0.490E-02       -178.94  0.0515 -0.860E-02
        331.9900     -525.86  0.0624 -0.136E-01       -514.05  0.0581 -0.251E-01       -447.43  0.3007  0.299E-02       -179.15  0.0514 -0.847E-02
        332.9900     -531.24  0.0618 -0.975E-02       -515.56  0.0580 -0.200E-01       -445.87  0.3016  0.124E-02       -179.36  0.0514 -0.835E-02
        333.9900     -535.95  0.0612 -0.635E-02       -517.27  0.0578 -0.162E-01       -444.34  0.3024 -0.120E-03       -179.57  0.0513 -0.822E-02
        334.9900     -540.57  0.0606 -0.378E-02       -519.27  0.0576 -0.128E-01       -442.91  0.3032 -0.104E-02       -179.78  0.0512 -0.809E-02
        335.9900     -547.76  0.0597  0.123E-03       -522.80  0.0573 -0.878E-02       -441.64  0.3040 -0.149E-02       -179.99  0.0511 -0.797E-02
        336.9900     -552.19  0.0593  0.640E-04       -525.34  0.0571 -0.619E-02       -440.54  0.3046 -0.159E-02       -180.20  0.0511 -0.784E-02
        337.9900     -555.35  0.0590  0.187E-03       -527.49  0.0569 -0.445E-02       -439.61  0.3051 -0.145E-02       -180.41  0.0510 -0.772E-02
        338.9900     -554.90  0.0590 -0.339E-02       -528.63  0.0568 -0.395E-02       -438.78  0.3056 -0.124E-02       -180.62  0.0509 -0.760E-02
        339.9900     -554.74  0.0590 -0.324E-02       -529.15  0.0567 -0.419E-02       -438.08  0.3060 -0.969E-03       -180.83  0.0508 -0.748E-02
        340.9900     -555.08  0.0590 -0.333E-02       -529.48  0.0567 -0.412E-02       -437.46  0.3063 -0.691E-03       -181.04  0.0508 -0.736E-02
        341.9900     -553.96  0.0591 -0.569E-02       -529.65  0.0567 -0.422E-02       -436.91  0.3067 -0.437E-03       -181.26  0.0507 -0.724E-02
        342.9900     -553.88  0.0591 -0.437E-02       -529.51  0.0567 -0.458E-02       -436.41  0.3069 -0.215E-03       -181.47  0.0506 -0.713E-02
        343.9900     -552.84  0.0592 -0.667E-02       -529.38  0.0567 -0.461E-02       -435.95  0.3072 -0.387E-04       -181.68  0.0506 -0.701E-02
        344.9900     -541.37  0.0605 -0.284E-01       -528.47  0.0568 -0.692E-02       -435.52  0.3075  0.952E-04       -181.89  0.0505 -0.690E-02
        345.9900     -435.55  0.0763 -0.392E+00       -512.90  0.0582 -0.645E-01       -435.11  0.3077  0.181E-03       -182.10  0.0504 -0.679E-02
        346.9900     -448.67  0.0740 -0.997E-01       -472.53  0.0624 -0.123E+00       -434.69  0.3079  0.156E-04       -182.31  0.0503 -0.667E-02
        347.9900     -465.51  0.0711 -0.518E-01       -469.57  0.0627 -0.838E-01       -433.88  0.3084 -0.219E-02       -182.52  0.0503 -0.656E-02
        348.9900     -476.35  0.0692 -0.335E-01       -471.95  0.0624 -0.605E-01       -432.23  0.3093 -0.678E-02       -182.73  0.0502 -0.646E-02
        349.9900     -487.18  0.0674 -0.178E-01       -476.35  0.0619 -0.439E-01       -429.98  0.3105 -0.114E-01       -182.94  0.0501 -0.635E-02
        350.9900     -497.98  0.0660 -0.115E-01       -481.59  0.0613 -0.303E-01       -427.68  0.3118 -0.146E-01       -183.15  0.0500 -0.625E-02
        351.9900     -462.78  0.0716 -0.157E+00       -480.80  0.0613 -0.466E-01       -425.57  0.3130 -0.163E-01       -183.35  0.0500 -0.614E-02
        352.9900     -411.09  0.0818 -0.349E+00       -456.50  0.0643 -0.148E+00       -423.78  0.3140 -0.170E-01       -183.56  0.0499 -0.604E-02
        353.9900     -377.74  0.0902 -0.465E+00       -418.15  0.0696 -0.282E+00       -421.98  0.3150 -0.190E-01       -183.76  0.0498 -0.594E-02
        354.9900     -335.56  0.1041 -0.845E+00       -373.13  0.0775 -0.562E+00       -419.01  0.3166 -0.273E-01       -183.97  0.0498 -0.584E-02
        355.9900     -294.64  0.1222 -0.147E+01       -321.64  0.0898 -0.113E+01       -412.01  0.3204 -0.555E-01       -184.17  0.0497 -0.575E-02
        356.9900     -279.28  0.1304 -0.160E+01       -293.21  0.0987 -0.142E+01       -389.31  0.3330 -0.168E+00       -184.37  0.0496 -0.565E-02
        357.9900     -300.96  0.1188 -0.679E+00       -300.21  0.0962 -0.808E+00       -343.55  0.3560 -0.342E+00       -184.57  0.0496 -0.556E-02
        358.9900     -323.47  0.1090 -0.298E+00       -313.10  0.0922 -0.435E+00       -310.81  0.3701 -0.358E+00       -184.76  0.0495 -0.547E-02
        359.9900     -342.23  0.1013 -0.109E+00       -324.52  0.0890 -0.239E+00       -295.67  0.3758 -0.313E+00       -184.96  0.0494 -0.538E-02
        360.9900     -354.99  0.0973 -0.651E-01       -333.71  0.0864 -0.144E+00       -289.36  0.3780 -0.267E+00       -185.15  0.0494 -0.530E-02
        361.9900     -363.75  0.0946 -0.459E-01       -340.69  0.0845 -0.100E+00       -287.15  0.3788 -0.229E+00       -185.34  0.0493 -0.521E-02
        362.9900     -370.22  0.0925 -0.373E-01       -346.27  0.0832 -0.790E-01       -286.86  0.3789 -0.200E+00       -185.53  0.0492 -0.513E-02
        363.9900     -374.29  0.0913 -0.438E-01       -350.68  0.0822 -0.723E-01       -287.41  0.3787 -0.176E+00       -185.72  0.0492 -0.505E-02
        364.9900     -379.63  0.0896 -0.255E-01       -354.80  0.0814 -0.606E-01       -288.41  0.3783 -0.158E+00       -185.90  0.0491 -0.497E-02
        365.0000     -379.69  0.0896 -0.254E-01       -354.84  0.0814 -0.605E-01       -288.42  0.3783 -0.158E+00       -185.90  0.0491 -0.497E-02
        365.9900     -384.32  0.0882 -0.201E-01       -358.86  0.0805 -0.509E-01       -289.63  0.3779 -0.143E+00       -186.08  0.0490 -0.489E-02
        366.9900     -373.45  0.0915 -0.155E+00       -358.29  0.0806 -0.102E+00       -290.99  0.3774 -0.131E+00       -186.26  0.0490 -0.482E-02
        367.9900     -358.23  0.0963 -0.274E+00       -351.21  0.0821 -0.193E+00       -291.67  0.3772 -0.126E+00       -186.44  0.0489 -0.475E-02
        368.9900     -370.45  0.0925 -0.706E-01       -351.78  0.0820 -0.132E+00       -290.79  0.3775 -0.128E+00       -186.62  0.0488 -0.468E-02
        369.9900     -379.27  0.0897 -0.376E-01       -356.68  0.0810 -0.830E-01       -289.74  0.3779 -0.125E+00       -186.79  0.0488 -0.461E-02
        370.9900     -385.23  0.0879 -0.255E-01       -360.88  0.0801 -0.594E-01       -289.60  0.3779 -0.117E+00       -186.96  0.0487 -0.454E-02
        371.9900     -388.88  0.0870 -0.281E-01       -364.25  0.0794 -0.492E-01       -290.19  0.3777 -0.109E+00       -187.12  0.0487 -0.448E-02
        372.9900     -349.95  0.0988 -0.454E+00       -352.69  0.0818 -0.244E+00       -291.03  0.3774 -0.103E+00       -187.28  0.0486 -0.442E-02
        373.9900     -303.15  0.1177 -0.110E+01       -317.28  0.0910 -0.780E+00       -289.26  0.3780 -0.118E+00       -187.44  0.0486 -0.436E-02
        374.9900     -313.42  0.1132 -0.530E+00       -309.82  0.0931 -0.560E+00       -278.26  0.3819 -0.176E+00       -187.60  0.0485 -0.430E-02
        375.9900     -325.53  0.1082 -0.300E+00       -313.57  0.0920 -0.358E+00       -266.27  0.3857 -0.197E+00       -187.75  0.0485 -0.424E-02
        376.9900     -333.91  0.1048 -0.195E+00       -317.22  0.0910 -0.242E+00       -259.21  0.3877 -0.190E+00       -187.90  0.0484 -0.419E-02
        377.9900     -346.71  0.0999 -0.490E-01       -322.95  0.0894 -0.123E+00       -255.63  0.3887 -0.176E+00       -188.05  0.0483 -0.413E-02
        378.9900     -342.57  0.1012 -0.175E+00       -324.01  0.0891 -0.150E+00       -254.47  0.3890 -0.161E+00       -188.19  0.0483 -0.408E-02
        379.9900     -352.38  0.0981 -0.392E-01       -327.43  0.0882 -0.884E-01       -254.03  0.3891 -0.150E+00       -188.33  0.0482 -0.404E-02
        380.9900     -361.86  0.0951 -0.218E-02       -333.41  0.0865 -0.344E-01       -254.67  0.3890 -0.137E+00       -188.47  0.0482 -0.399E-02
        381.9900     -355.80  0.0970 -0.108E+00       -333.86  0.0864 -0.812E-01       -255.98  0.3886 -0.125E+00       -188.60  0.0482 -0.394E-02
        382.9900     -360.70  0.0955 -0.347E-01       -335.21  0.0860 -0.650E-01       -256.92  0.3883 -0.119E+00       -188.73  0.0481 -0.390E-02
        383.9900     -364.23  0.0944 -0.282E-01       -337.87  0.0853 -0.498E-01       -257.81  0.3881 -0.113E+00       -188.86  0.0481 -0.386E-02
        384.9900     -362.05  0.0951 -0.763E-01       -338.74  0.0851 -0.684E-01       -258.86  0.3878 -0.107E+00       -188.98  0.0480 -0.382E-02
        385.9900     -366.09  0.0938 -0.301E-01       -340.26  0.0846 -0.547E-01       -259.76  0.3875 -0.103E+00       -189.10  0.0480 -0.378E-02
        386.9900     -369.63  0.0927 -0.200E-01       -342.73  0.0839 -0.408E-01       -260.68  0.3873 -0.989E-01       -189.22  0.0479 -0.374E-02
        387.9900     -372.61  0.0918 -0.141E-01       -345.08  0.0834 -0.329E-01       -261.81  0.3870 -0.938E-01       -189.33  0.0479 -0.370E-02
        388.9900     -375.18  0.0910 -0.111E-01       -347.31  0.0830 -0.282E-01       -263.09  0.3866 -0.889E-01       -189.45  0.0479 -0.367E-02
        389.9900     -377.21  0.0904 -0.119E-01       -349.34  0.0825 -0.263E-01       -264.44  0.3862 -0.844E-01       -189.55  0.0478 -0.364E-02
        390.9900     -364.62  0.0943 -0.156E+00       -346.91  0.0830 -0.922E-01       -265.73  0.3859 -0.811E-01       -189.66  0.0478 -0.360E-02
        391.9900     -362.51  0.0949 -0.122E+00       -343.97  0.0837 -0.112E+00       -266.12  0.3858 -0.829E-01       -189.76  0.0478 -0.357E-02
        392.9900     -362.90  0.0948 -0.107E+00       -343.32  0.0838 -0.107E+00       -265.70  0.3859 -0.852E-01       -189.86  0.0477 -0.354E-02
        393.9900     -369.55  0.0928 -0.373E-01       -345.32  0.0834 -0.703E-01       -265.31  0.3860 -0.850E-01       -189.96  0.0477 -0.351E-02
        394.9900     -363.30  0.0947 -0.134E+00       -344.64  0.0835 -0.992E-01       -265.21  0.3860 -0.832E-01       -190.05  0.0477 -0.348E-02
        395.9900     -368.94  0.0929 -0.437E-01       -345.13  0.0834 -0.734E-01       -264.98  0.3861 -0.830E-01       -190.14  0.0476 -0.346E-02
        396.9900     -374.37  0.0912 -0.171E-01       -347.83  0.0828 -0.450E-01       -264.91  0.3861 -0.808E-01       -190.23  0.0476 -0.343E-02
        397.9900     -378.16  0.0901 -0.857E-02       -350.40  0.0823 -0.303E-01       -265.38  0.3860 -0.768E-01       -190.32  0.0476 -0.340E-02
        398.9900     -381.18  0.0891 -0.552E-02       -352.81  0.0818 -0.220E-01       -266.23  0.3857 -0.723E-01       -190.40  0.0475 -0.338E-02
        399.9900     -382.17  0.0888 -0.147E-01       -354.44  0.0814 -0.232E-01       -267.30  0.3854 -0.682E-01       -190.48  0.0475 -0.336E-02
        400.9900     -384.55  0.0881 -0.577E-02       -356.18  0.0811 -0.198E-01       -268.42  0.3851 -0.648E-01       -190.56  0.0475 -0.333E-02
        401.9900     -387.15  0.0874 -0.202E-02       -358.24  0.0806 -0.149E-01       -269.61  0.3848 -0.616E-01       -190.64  0.0475 -0.331E-02
        402.9900     -379.35  0.0897 -0.850E-01       -357.36  0.0808 -0.485E-01       -270.76  0.3845 -0.590E-01       -190.71  0.0474 -0.329E-02
        403.9900     -387.18  0.0874  0.641E-03       -359.15  0.0804 -0.269E-01       -271.70  0.3842 -0.580E-01       -190.78  0.0474 -0.327E-02
        404.9900     -392.77  0.0861  0.686E-02       -362.73  0.0797 -0.767E-02       -272.70  0.3839 -0.552E-01       -190.85  0.0474 -0.325E-02
        405.9900     -394.37  0.0857  0.771E-03       -364.69  0.0793 -0.676E-02       -273.87  0.3835 -0.518E-01       -190.92  0.0474 -0.323E-02
        406.9900     -396.47  0.0852  0.217E-02       -366.59  0.0789 -0.517E-02       -275.14  0.3830 -0.488E-01       -190.98  0.0473 -0.322E-02
        407.9900     -399.17  0.0846  0.538E-02       -368.76  0.0784 -0.158E-02       -276.46  0.3825 -0.459E-01       -191.04  0.0473 -0.320E-02
        408.9900     -400.91  0.0842  0.419E-02       -370.55  0.0780 -0.116E-02       -277.80  0.3821 -0.432E-01       -191.10  0.0473 -0.319E-02
        409.9900     -403.58  0.0836  0.744E-02       -372.69  0.0776  0.196E-02       -279.17  0.3816 -0.406E-01       -191.16  0.0473 -0.318E-02
